excel_row,raw_label,mapped_label,pred_mapped_label,pred_raw_label,nearest_negative_mapped_label,nearest_negative_raw_label,d_pos,d_neg,margin,correct
412,0,0,0,0,1,10,0.008225732,0.020978335,0.006376302,True
413,0,0,0,0,1,10,0.017043598,0.03412899,0.008542696,True
414,10,1,5,3,5,3,0.06306423,0.016237233,-0.0234135,False
415,0,0,6,6,6,6,0.035622325,0.017146273,-0.009238026,False
416,0,0,6,6,6,6,0.040948104,0.017174497,-0.011886803,False
417,0,0,0,0,1,10,0.038203187,0.056019526,0.008908169,True
418,0,0,6,6,6,6,0.031022942,0.009653594,-0.010684674,False
419,0,0,0,0,6,6,0.019067947,0.024956446,0.0029442497,True
420,0,0,5,3,5,3,0.058485057,0.02118112,-0.01865197,False
421,0,0,6,6,6,6,0.032787975,0.012341878,-0.010223048,False
422,10,1,5,3,5,3,0.035062324,0.02264027,-0.0062110275,False
423,0,0,0,0,1,10,0.012141537,0.027506644,0.0076825535,True
424,10,1,6,6,6,6,0.023205237,0.017404178,-0.0029005297,False
425,0,0,1,10,1,10,0.015505667,0.011304621,-0.002100523,False
426,0,0,0,0,1,10,0.013516605,0.030996406,0.008739901,True
427,0,0,0,0,1,10,0.005331009,0.020836262,0.007752626,True
428,0,0,6,6,6,6,0.040897436,0.018777894,-0.011059771,False
429,0,0,1,10,1,10,0.01419284,0.013053732,-0.00056955405,False
430,0,0,6,6,6,6,0.047605574,0.025808917,-0.010898328,False
431,0,0,0,0,1,10,0.015465054,0.03073862,0.007636783,True
432,0,0,6,6,6,6,0.040053595,0.020295033,-0.009879281,False
433,0,0,0,0,1,10,0.04808478,0.06558223,0.008748725,True
434,0,0,6,6,6,6,0.02425019,0.009114661,-0.0075677647,False
435,0,0,5,3,5,3,0.08217322,0.018036408,-0.032068405,False
436,0,0,6,6,6,6,0.047409,0.024108771,-0.011650115,False
437,0,0,6,6,6,6,0.039969094,0.020602586,-0.009683254,False
438,0,0,6,6,6,6,0.047126632,0.024025146,-0.011550743,False
439,0,0,6,6,6,6,0.02179496,0.010550228,-0.005622366,False
440,0,0,5,3,5,3,0.05867663,0.017473347,-0.020601641,False
441,0,0,1,10,1,10,0.021635061,0.009347003,-0.006144029,False
442,0,0,0,0,1,10,0.013254408,0.016028464,0.001387028,True
443,0,0,0,0,1,10,0.01419931,0.03192398,0.008862335,True
444,0,0,6,6,6,6,0.028956724,0.00970396,-0.009626382,False
445,0,0,0,0,1,10,0.025396178,0.042913705,0.008758764,True
446,10,1,6,6,6,6,0.017748622,0.010951373,-0.0033986247,False
447,0,0,0,0,1,10,0.012293741,0.023882272,0.0057942653,True
448,10,1,6,6,6,6,0.012624029,0.011935666,-0.00034418143,False
449,0,0,1,10,1,10,0.015962085,0.007448541,-0.004256772,False
450,0,0,5,3,5,3,0.058924045,0.017900737,-0.020511653,False
451,8,2,2,8,4,4,0.08294565,0.1421051,0.029579725,True
452,8,2,2,8,4,4,0.14605835,0.20834851,0.03114508,True
453,8,2,4,4,4,4,0.12654106,0.06412638,-0.031207342,False
454,8,2,2,8,4,4,0.03054438,0.06562354,0.01753958,True
456,8,2,2,8,4,4,0.038596574,0.03950446,0.0004539434,True
457,8,2,3,9,3,9,0.39705864,0.18725038,-0.10490413,False
458,4,4,4,4,2,8,0.067202866,0.124986716,0.028891925,True
459,8,2,3,9,3,9,0.32324892,0.25881532,-0.032216802,False
460,8,2,4,4,4,4,0.10978069,0.052391425,-0.028694633,False
461,8,2,2,8,4,4,0.012027921,0.07511201,0.031542044,True
462,8,2,4,4,4,4,0.088355094,0.023540447,-0.032407325,False
463,8,2,2,8,4,4,0.032830317,0.04154714,0.004358411,True
464,8,2,2,8,4,4,0.06794488,0.12940687,0.030730996,True
465,9,3,2,8,2,8,1.0467978,0.467066,-0.28986588,False
466,9,3,2,8,2,8,0.7813704,0.20190711,-0.28973165,False
467,8,2,4,4,4,4,0.053962115,0.046430938,-0.0037655886,False
468,8,2,4,4,4,4,0.113144726,0.06336559,-0.024889566,False
469,8,2,2,8,4,4,0.12136485,0.1842143,0.031424724,True
470,8,2,2,8,4,4,0.06719332,0.123826854,0.028316766,True
471,8,2,2,8,4,4,0.28687984,0.34963083,0.031375498,True
472,8,2,2,8,4,4,0.26957023,0.33364674,0.032038257,True
473,8,2,2,8,4,4,0.013358914,0.06705742,0.026849255,True
474,8,2,2,8,4,4,0.024712171,0.0596485,0.017468164,True
475,8,2,2,8,4,4,0.2481874,0.31076327,0.03128794,True
476,8,2,2,8,4,4,0.159791,0.21893887,0.02957394,True
477,8,2,2,8,4,4,0.092803285,0.15466332,0.03093002,True
478,8,2,2,8,4,4,0.15127398,0.21439572,0.031560868,True
479,9,3,0,0,0,0,0.562924,0.108203284,-0.22736037,False
480,8,2,2,8,4,4,0.5539417,0.6145259,0.030292094,True
481,8,2,2,8,4,4,0.045327064,0.092112914,0.023392925,True
482,8,2,4,4,4,4,0.07648907,0.042342845,-0.017073112,False
483,1,7,7,1,5,3,0.03531274,0.1848145,0.07475088,True
484,8,2,2,8,4,4,0.121948265,0.18333621,0.030693974,True
485,4,4,2,8,2,8,0.10563423,0.04322441,-0.03120491,False
487,8,2,2,8,4,4,0.1237533,0.18788713,0.032066915,True
488,9,3,0,0,0,0,0.65885526,0.19996792,-0.22944367,False
489,9,3,2,8,2,8,0.9687054,0.38898823,-0.28985858,False
491,8,2,2,8,4,4,0.15645152,0.21579403,0.029671252,True
492,8,2,2,8,4,4,0.030771077,0.09676164,0.03299528,True
493,0,0,5,3,5,3,0.07422166,0.0146652525,-0.029778205,False
494,0,0,0,0,1,10,0.02095128,0.03758607,0.008317395,True
495,0,0,5,3,5,3,0.08764038,0.02225772,-0.03269133,False
496,0,0,6,6,6,6,0.024375726,0.0126576815,-0.005859022,False
497,0,0,6,6,6,6,0.024466718,0.007787726,-0.008339496,False
498,0,0,6,6,6,6,0.045307033,0.022082381,-0.011612326,False
499,0,0,0,0,6,6,0.016910598,0.017732013,0.00041070767,True
500,0,0,6,6,6,6,0.04003634,0.018828012,-0.010604164,False
501,0,0,0,0,1,10,0.02872152,0.04589194,0.00858521,True
502,0,0,6,6,6,6,0.023759503,0.015210958,-0.0042742724,False
503,0,0,0,0,6,6,0.016548604,0.026285863,0.0048686294,True
504,0,0,6,6,6,6,0.020129457,0.010666301,-0.0047315783,False
505,0,0,5,3,5,3,0.06847364,0.013907266,-0.027283186,False
506,0,0,0,0,1,10,0.013676951,0.022949353,0.004636201,True
507,0,0,6,6,6,6,0.029446691,0.009274087,-0.010086302,False
508,0,0,0,0,1,10,0.036640257,0.053628102,0.008493923,True
509,0,0,6,6,6,6,0.020877479,0.017598864,-0.0016393075,False
510,0,0,1,10,1,10,0.017506933,0.011933301,-0.002786816,False
511,0,0,0,0,1,10,0.013037936,0.021980068,0.004471066,True
512,0,0,0,0,1,10,0.011058021,0.02533834,0.0071401596,True
513,0,0,0,0,6,6,0.016530767,0.017800612,0.00063492265,True
514,0,0,0,0,1,10,0.032197878,0.04944932,0.008625722,True
515,0,0,6,6,6,6,0.03761441,0.013601339,-0.012006534,False
516,4,4,4,4,2,8,0.082362205,0.1481866,0.032912195,True
517,0,0,0,0,1,10,0.057307735,0.074881405,0.008786835,True
518,8,2,2,8,4,4,0.23649342,0.29690653,0.030206554,True
519,0,0,0,0,1,10,0.008117193,0.02326784,0.007575323,True
520,9,3,2,8,2,8,0.61404413,0.036573887,-0.28873512,False
521,0,0,0,0,1,10,0.057997417,0.07443587,0.008219225,True
522,0,0,0,0,1,10,0.06222513,0.07833652,0.008055696,True
523,0,0,0,0,1,10,0.028909057,0.04240821,0.006749576,True
524,0,0,0,0,1,10,0.07550276,0.09177759,0.008137416,True
525,0,0,0,0,1,10,0.04106389,0.056610752,0.007773431,True
526,0,0,0,0,1,10,0.049795143,0.06420789,0.007206373,True
527,0,0,0,0,1,10,0.06325347,0.07939713,0.008071829,True
528,0,0,0,0,1,10,0.067008935,0.082349226,0.0076701455,True
529,0,0,0,0,1,10,0.036042735,0.05323164,0.008594453,True
530,0,0,0,0,1,10,0.027839111,0.04115727,0.0066590803,True
531,0,0,0,0,1,10,0.019185323,0.034128364,0.0074715205,True
532,0,0,0,0,1,10,0.032473195,0.046289034,0.0069079194,True
533,0,0,0,0,1,10,0.060766198,0.07818992,0.00871186,True
534,0,0,0,0,1,10,0.024821682,0.040124025,0.0076511716,True
535,0,0,0,0,1,10,0.015563895,0.017415542,0.0009258236,True
536,0,0,0,0,1,10,0.015563895,0.017415542,0.0009258236,True
537,0,0,0,0,1,10,0.06710021,0.08341789,0.00815884,True
538,0,0,0,0,1,10,0.09555109,0.112365365,0.008407138,True
539,0,0,0,0,1,10,0.0107778115,0.016415501,0.0028188447,True
540,0,0,0,0,1,10,0.045521475,0.061805103,0.008141814,True
541,0,0,0,0,1,10,0.027607756,0.04277122,0.0075817322,True
542,0,0,0,0,1,10,0.044756938,0.060826235,0.008034648,True
543,0,0,0,0,1,10,0.07710284,0.09399098,0.008444071,True
544,0,0,0,0,1,10,0.056081317,0.07174797,0.007833328,True
545,0,0,0,0,1,10,0.06220672,0.07935836,0.008575821,True
546,0,0,0,0,1,10,0.06141982,0.07735228,0.00796623,True
547,0,0,0,0,1,10,0.036256753,0.05254928,0.008146264,True
548,0,0,0,0,1,10,0.061202597,0.077975936,0.00838667,True
549,0,0,0,0,1,10,0.040572777,0.05718581,0.008306516,True
550,0,0,0,0,1,10,0.040992085,0.056425925,0.00771692,True
551,0,0,0,0,1,10,0.036846206,0.05269558,0.007924687,True
552,0,0,0,0,1,10,0.045618225,0.06101098,0.007696377,True
553,0,0,0,0,1,10,0.045543186,0.062931016,0.008693915,True
554,0,0,0,0,1,10,0.017010963,0.027917834,0.0054534357,True
555,0,0,0,0,1,10,0.011339935,0.024303263,0.0064816643,True
556,0,0,0,0,1,10,0.038341872,0.05322775,0.007442938,True
557,0,0,0,0,1,10,0.023492621,0.039845318,0.008176348,True
558,0,0,0,0,1,10,0.04425096,0.060484853,0.008116946,True
559,0,0,0,0,1,10,0.013681124,0.028869804,0.00759434,True
560,0,0,0,0,1,10,0.049829476,0.06632849,0.008249506,True
561,0,0,0,0,1,10,0.038252912,0.05555529,0.0086511895,True
562,0,0,0,0,1,10,0.0503343,0.066771865,0.008218782,True
563,0,0,0,0,1,10,0.048950855,0.0658221,0.008435624,True
564,0,0,0,0,1,10,0.03586901,0.05088595,0.0075084697,True
565,0,0,0,0,1,10,0.009096497,0.013650564,0.0022770334,True
566,0,0,0,0,1,10,0.020937057,0.036100645,0.0075817937,True
567,0,0,0,0,1,10,0.046691056,0.064108655,0.008708799,True
568,0,0,0,0,1,10,0.03412539,0.04950825,0.00769143,True
569,0,0,1,10,1,10,0.014560952,0.012596268,-0.0009823418,False
570,0,0,0,0,1,10,0.0505827,0.06571943,0.007568367,True
571,0,0,0,0,1,10,0.03591129,0.053144317,0.008616513,True
572,0,0,0,0,1,10,0.05940685,0.075811304,0.008202227,True
573,0,0,0,0,1,10,0.018562913,0.03498904,0.008213064,True
574,0,0,0,0,1,10,0.03855837,0.053926703,0.0076841656,True
575,0,0,0,0,1,10,0.09258523,0.10975921,0.008586992,True
576,0,0,0,0,1,10,0.047577806,0.062407587,0.0074148905,True
577,0,0,0,0,1,10,0.050599687,0.06678125,0.008090783,True
578,0,0,0,0,1,10,0.06979105,0.08647204,0.008340497,True
579,0,0,0,0,1,10,0.018690763,0.0356245,0.008466869,True
580,0,0,0,0,1,10,0.07725303,0.09381696,0.008281965,True
581,0,0,1,10,1,10,0.019325461,0.0069766887,-0.0061743865,False
582,0,0,0,0,1,10,0.052474197,0.0689526,0.0082392,True
583,0,0,0,0,1,10,0.029402321,0.046910867,0.008754273,True
584,0,0,0,0,1,10,0.03824333,0.054161128,0.007958898,True
585,0,0,0,0,1,10,0.05081835,0.06845594,0.008818796,True
586,0,0,0,0,1,10,0.04394204,0.059047326,0.0075526424,True
587,0,0,0,0,1,10,0.044695396,0.06138878,0.008346692,True
588,0,0,0,0,1,10,0.03577872,0.050097637,0.0071594585,True
589,0,0,0,0,1,10,0.009711788,0.025561353,0.007924782,True
590,0,0,0,0,1,10,0.03159299,0.04555335,0.006980179,True
591,0,0,0,0,1,10,0.021120897,0.036647115,0.007763109,True
592,0,0,0,0,1,10,0.04423637,0.059704963,0.007734297,True
593,0,0,5,3,5,3,0.05177236,0.024775181,-0.013498589,False
594,0,0,0,0,1,10,0.018109871,0.032876004,0.007383066,True
595,0,0,6,6,6,6,0.027659036,0.009655243,-0.009001897,False
596,0,0,0,0,1,10,0.016563455,0.031031892,0.0072342185,True
597,0,0,5,3,5,3,0.04961092,0.027098587,-0.011256167,False
598,0,0,0,0,1,10,0.018435113,0.029382486,0.0054736864,True
599,0,0,1,10,1,10,0.015227866,0.014286923,-0.00047047157,False
600,0,0,0,0,1,10,0.0076115243,0.022170031,0.0072792536,True
601,0,0,6,6,6,6,0.0421093,0.020851728,-0.010628786,False
602,0,0,0,0,1,10,0.008659067,0.019158607,0.0052497704,True
603,0,0,6,6,6,6,0.046196487,0.023603722,-0.011296382,False
604,0,0,0,0,1,10,0.025847578,0.042355433,0.008253927,True
605,0,0,6,6,6,6,0.04591459,0.022591697,-0.011661447,False
606,0,0,0,0,1,10,0.0147975655,0.026521448,0.0058619413,True
607,10,1,6,6,6,6,0.019063538,0.011891772,-0.003585883,False
608,0,0,6,6,6,6,0.03602276,0.017443694,-0.009289533,False
609,0,0,5,3,5,3,0.06489801,0.012631859,-0.026133073,False
610,10,1,0,0,0,0,0.021585062,0.01150677,-0.005039146,False
611,0,0,6,6,6,6,0.02752132,0.008102064,-0.009709628,False
612,0,0,0,0,1,10,0.022052346,0.03688159,0.0074146213,True
613,0,0,6,6,6,6,0.032916874,0.0150645785,-0.008926148,False
614,0,0,0,0,1,10,0.038013615,0.053945404,0.007965894,True
615,0,0,5,3,5,3,0.05819307,0.020742916,-0.018725077,False
616,0,0,0,0,1,10,0.019481793,0.033422954,0.0069705807,True
617,0,0,6,6,6,6,0.018430911,0.014083082,-0.0021739146,False
618,0,0,0,0,1,10,0.020924073,0.036696568,0.007886248,True
619,0,0,6,6,6,6,0.04487373,0.023629291,-0.010622219,False
620,0,0,0,0,1,10,0.01390356,0.016080335,0.0010883873,True
621,0,0,6,6,6,6,0.033701845,0.010838654,-0.011431595,False
622,0,0,0,0,1,10,0.04371623,0.060977057,0.008630414,True
623,0,0,0,0,1,10,0.015771946,0.03274649,0.008487272,True
624,0,0,1,10,1,10,0.024630502,0.010415466,-0.007107518,False
625,0,0,6,6,6,6,0.026322879,0.00976348,-0.0082797,False
626,0,0,0,0,1,10,0.014958002,0.02430026,0.0046711294,True
627,0,0,6,6,6,6,0.033536468,0.012824461,-0.010356003,False
628,0,0,0,0,1,10,0.014861184,0.02428365,0.0047112326,True
629,0,0,6,6,6,6,0.040229194,0.017213518,-0.011507838,False
630,0,0,0,0,1,10,0.0426507,0.059183862,0.008266581,True
631,0,0,0,0,6,6,0.016853675,0.025126059,0.0041361917,True
632,0,0,0,0,1,10,0.02459282,0.041746672,0.008576926,True
633,0,0,6,6,6,6,0.019183861,0.010790253,-0.004196804,False
634,0,0,0,0,1,10,0.062013946,0.07879271,0.008389384,True
635,0,0,6,6,6,6,0.039980013,0.01842115,-0.010779431,False
636,0,0,0,0,1,10,0.021837452,0.03734061,0.0077515794,True
637,0,0,6,6,6,6,0.020784916,0.014929202,-0.002927857,False
638,10,1,1,10,0,0,0.011878258,0.01708358,0.002602661,True
639,0,0,6,6,6,6,0.03822325,0.015532201,-0.011345525,False
640,0,0,0,0,1,10,0.013818287,0.029319463,0.007750588,True
641,0,0,6,6,6,6,0.0363828,0.01563071,-0.0103760455,False
642,0,0,0,0,1,10,0.023679322,0.0393508,0.007835739,True
643,0,0,0,0,1,10,0.013362497,0.016290123,0.0014638128,True
644,0,0,0,0,1,10,0.019793749,0.03404571,0.007125981,True
645,0,0,0,0,1,10,0.029930532,0.047455166,0.008762317,True
646,0,0,0,0,1,10,0.07506978,0.089867525,0.0073988736,True
647,0,0,0,0,1,10,0.010273507,0.018270114,0.003998304,True
648,0,0,5,3,5,3,0.078177474,0.013661037,-0.03225822,False
649,4,4,2,8,2,8,0.062871076,0.015025374,-0.023922851,False
650,4,4,4,4,2,8,0.07436174,0.1430171,0.03432768,True
651,4,4,4,4,2,8,0.09781623,0.15824327,0.03021352,True
652,0,0,1,10,1,10,0.026240602,0.01125299,-0.007493806,False
653,0,0,0,0,1,10,0.012703515,0.028123109,0.007709797,True
654,0,0,6,6,6,6,0.024562841,0.009667943,-0.007447449,False
655,0,0,0,0,1,10,0.0151553,0.030952597,0.007898649,True
656,0,0,6,6,6,6,0.030088907,0.012958638,-0.008565134,False
657,10,1,0,0,0,0,0.039703637,0.024498748,-0.007602445,False
658,0,0,6,6,6,6,0.030995669,0.012039657,-0.0094780065,False
659,0,0,0,0,1,10,0.013277847,0.014322602,0.00052237744,True
660,0,0,6,6,6,6,0.045864116,0.022026775,-0.0119186705,False
661,8,2,2,8,4,4,0.09061507,0.14997327,0.029679101,True
662,8,2,4,4,4,4,0.11034329,0.06022951,-0.025056891,False
663,10,1,1,10,6,6,0.029175647,0.029383006,0.000103679486,True
664,8,2,4,4,4,4,0.15704213,0.10166045,-0.027690839,False
665,0,0,1,10,1,10,0.025999477,0.014730203,-0.005634637,False
666,0,0,0,0,1,10,0.06392696,0.08079512,0.00843408,True
667,3,5,5,3,6,6,0.009952595,0.053370375,0.02170889,True
668,3,5,1,10,1,10,0.05106428,0.013437968,-0.018813156,False
669,3,5,5,3,6,6,0.014095549,0.035472263,0.010688357,True
670,3,5,5,3,6,6,0.01824188,0.058062434,0.019910276,True
671,3,5,5,3,6,6,0.0070078075,0.04693328,0.019962735,True
672,8,2,4,4,4,4,0.22076194,0.16247095,-0.029145494,False
674,4,4,2,8,2,8,0.08034519,0.056291465,-0.012026863,False
675,0,0,5,3,5,3,0.053169824,0.018972447,-0.017098688,False
676,4,4,4,4,2,8,0.025677493,0.053710636,0.014016571,True
677,8,2,6,6,6,6,0.99543244,0.023232695,-0.48609987,False
678,0,0,0,0,1,10,0.03625681,0.05333869,0.008540941,True
679,0,0,1,10,1,10,0.021899743,0.006735784,-0.0075819795,False
680,0,0,0,0,1,10,0.01911239,0.031965572,0.0064265914,True
681,0,0,1,10,1,10,0.016560357,0.0056779115,-0.005441223,False
682,10,1,1,10,0,0,0.014055514,0.019217065,0.0025807754,True
683,0,0,1,10,1,10,0.032377098,0.014711837,-0.00883263,False
684,0,0,0,0,1,10,0.020617213,0.03538753,0.007385159,True
685,0,0,1,10,1,10,0.018070227,0.009057127,-0.00450655,False
686,0,0,0,0,1,10,0.021998081,0.036523208,0.0072625633,True
687,0,0,0,0,1,10,0.022713006,0.04005455,0.0086707715,True
688,10,1,1,10,6,6,0.016922621,0.03092929,0.0070033344,True
689,0,0,0,0,1,10,0.04373261,0.061450355,0.008858873,True
691,0,0,1,10,1,10,0.016489862,0.0057750926,-0.0053573847,False
692,0,0,0,0,1,10,0.04324441,0.05962247,0.00818903,True
693,0,0,1,10,1,10,0.020476514,0.012521666,-0.0039774245,False
694,0,0,0,0,1,10,0.068176724,0.08471244,0.008267857,True
695,0,0,1,10,1,10,0.02495843,0.009987061,-0.0074856845,False
696,0,0,0,0,1,10,0.050611243,0.06655562,0.007972188,True
697,0,0,1,10,1,10,0.029621977,0.013688781,-0.0079665985,False
698,0,0,0,0,1,10,0.036634363,0.05234057,0.007853104,True
699,10,1,6,6,6,6,0.012810093,0.01225744,-0.00027632667,False
700,10,1,1,10,6,6,0.011298649,0.023524052,0.0061127013,True
701,0,0,1,10,1,10,0.019193944,0.008462337,-0.0053658034,False
702,0,0,0,0,1,10,0.008393178,0.021019908,0.006313365,True
703,0,0,1,10,1,10,0.03201726,0.014411076,-0.008803092,False
704,0,0,0,0,1,10,0.056568243,0.07387503,0.008653395,True
705,0,0,1,10,1,10,0.01563326,0.013051823,-0.001290719,False
706,0,0,0,0,1,10,0.030489,0.046552654,0.008031827,True
707,0,0,5,3,5,3,0.056897663,0.01921726,-0.018840201,False
708,0,0,1,10,1,10,0.041414764,0.024426272,-0.008494246,False
709,0,0,6,6,6,6,0.032254998,0.010861234,-0.010696882,False
710,0,0,6,6,6,6,0.040308367,0.023247281,-0.008530543,False
711,0,0,6,6,6,6,0.043336514,0.020449338,-0.011443588,False
712,0,0,0,0,1,10,0.009124401,0.016521923,0.003698761,True
713,0,0,6,6,6,6,0.03354453,0.012390753,-0.010576888,False
714,0,0,0,0,1,10,0.011538694,0.024993228,0.006727267,True
715,0,0,6,6,6,6,0.023891022,0.012096355,-0.005897334,False
716,0,0,0,0,1,10,0.021806799,0.03712098,0.00765709,True
717,0,0,0,0,1,10,0.018829823,0.036712486,0.008941332,True
718,10,1,0,0,0,0,0.013147043,0.012781306,-0.00018286845,False
719,0,0,1,10,1,10,0.013998879,0.013374579,-0.00031215,False
720,0,0,0,0,1,10,0.031746026,0.048752457,0.008503215,True
721,0,0,0,0,1,10,0.0109340735,0.021336727,0.0052013267,True
722,0,0,1,10,1,10,0.023311093,0.010124625,-0.0065932344,False
723,0,0,6,6,6,6,0.021848176,0.0094561605,-0.0061960076,False
724,0,0,0,0,1,10,0.041721314,0.058038156,0.008158421,True
725,0,0,6,6,6,6,0.030161448,0.012004402,-0.009078523,False
726,0,0,0,0,1,10,0.008783733,0.020891411,0.0060538393,True
727,0,0,5,3,5,3,0.0647964,0.012945766,-0.02592532,False
728,0,0,1,10,1,10,0.017597418,0.0068807746,-0.0053583216,False
729,0,0,6,6,6,6,0.01680182,0.012372782,-0.0022145184,False
730,0,0,0,0,1,10,0.006608593,0.019127334,0.0062593706,True
731,0,0,6,6,6,6,0.017958263,0.012211373,-0.002873445,False
732,0,0,0,0,1,10,0.020704426,0.037452336,0.008373955,True
733,10,1,5,3,5,3,0.04054756,0.020913169,-0.009817196,False
734,0,0,0,0,1,10,0.03261052,0.04981729,0.008603385,True
735,0,0,6,6,6,6,0.032679744,0.011616615,-0.010531565,False
736,0,0,1,10,1,10,0.027961431,0.011657345,-0.008152043,False
737,0,0,6,6,6,6,0.039217494,0.01700588,-0.0111058075,False
738,0,0,1,10,1,10,0.017699238,0.007684234,-0.0050075017,False
739,0,0,5,3,5,3,0.0492673,0.024309885,-0.012478707,False
740,10,1,6,6,6,6,0.023685113,0.021310102,-0.0011875052,False
741,0,0,6,6,6,6,0.03169183,0.01626166,-0.0077150855,False
742,10,1,1,10,6,6,0.012679126,0.01849665,0.0029087616,True
743,0,0,5,3,5,3,0.05650202,0.020908007,-0.017797008,False
744,0,0,1,10,1,10,0.01737105,0.0064308736,-0.0054700878,False
745,0,0,6,6,6,6,0.025815975,0.009852087,-0.007981944,False
746,0,0,0,0,1,10,0.036896143,0.053624146,0.008364001,True
747,0,0,5,3,5,3,0.0570401,0.019438704,-0.018800698,False
748,0,0,0,0,1,10,0.024607755,0.040011343,0.0077017937,True
749,0,0,5,3,5,3,0.058425266,0.015187997,-0.021618634,False
750,0,0,0,0,1,10,0.0077447663,0.023956086,0.00810566,True
751,0,0,5,3,5,3,0.06257878,0.016236713,-0.023171034,False
752,0,0,1,10,1,10,0.030994555,0.013941493,-0.008526531,False
753,10,1,5,3,5,3,0.04017511,0.018940013,-0.010617549,False
754,0,0,0,0,1,10,0.035258092,0.052811097,0.008776503,True
755,0,0,5,3,5,3,0.055512827,0.017439008,-0.01903691,False
756,0,0,0,0,1,10,0.011672119,0.023956524,0.0061422028,True
757,0,0,5,3,5,3,0.05673922,0.017951703,-0.019393757,False
758,0,0,0,0,1,10,0.01257275,0.02753808,0.0074826647,True
759,0,0,0,0,1,10,0.013620864,0.022976382,0.004677759,True
760,0,0,0,0,1,10,0.028152134,0.04552803,0.008687947,True
761,0,0,6,6,6,6,0.04771434,0.02330679,-0.012203775,False
762,0,0,0,0,1,10,0.011200603,0.02751636,0.008157878,True
763,0,0,6,6,6,6,0.043021377,0.01969317,-0.011664104,False
764,0,0,0,0,1,10,0.01567087,0.03176973,0.00804943,True
765,0,0,6,6,6,6,0.03241535,0.013126124,-0.009644613,False
766,0,0,1,10,1,10,0.023633733,0.011434604,-0.0060995645,False
767,0,0,5,3,5,3,0.05327725,0.02123368,-0.016021784,False
768,0,0,0,0,1,10,0.013637309,0.026250347,0.0063065193,True
769,0,0,5,3,5,3,0.05771558,0.01760756,-0.020054009,False
770,0,0,1,10,1,10,0.024976159,0.008872014,-0.0080520725,False
771,0,0,0,0,1,10,0.01370987,0.02953191,0.007911019,True
772,0,0,1,10,1,10,0.013014642,0.009154451,-0.0019300953,False
773,0,0,6,6,6,6,0.03333428,0.010154705,-0.011589788,False
774,0,0,1,10,1,10,0.021295846,0.011789688,-0.004753079,False
775,10,1,6,6,6,6,0.029452095,0.022074822,-0.0036886362,False
776,10,1,1,10,6,6,0.012305352,0.018958775,0.0033267117,True
777,10,1,5,3,5,3,0.04053648,0.020457515,-0.010039481,False
778,0,0,0,0,1,10,0.014707126,0.03102483,0.008158852,True
779,10,1,5,3,5,3,0.08706894,0.034687456,-0.026190741,False
780,0,0,5,3,5,3,0.06477369,0.02449024,-0.020141728,False
781,0,0,5,3,5,3,0.14438832,0.07646501,-0.033961654,False
782,10,1,5,3,5,3,0.12318982,0.06991812,-0.026635852,False
783,0,0,5,3,5,3,0.09087101,0.025446413,-0.0327123,False
784,0,0,5,3,5,3,0.12349787,0.054766208,-0.034365833,False
785,0,0,5,3,5,3,0.05352282,0.022572448,-0.0154751865,False
786,0,0,5,3,5,3,0.081416614,0.019766575,-0.030825019,False
787,10,1,6,6,6,6,0.037278607,0.023935055,-0.006671776,False
788,10,1,5,3,5,3,0.121367045,0.06840055,-0.026483249,False
789,0,0,6,6,6,6,0.044045202,0.01993084,-0.012057181,False
790,0,0,5,3,5,3,0.06509352,0.023095824,-0.020998847,False
791,0,0,6,6,6,6,0.030772783,0.012962258,-0.008905262,False
792,0,0,5,3,5,3,0.11856547,0.05019554,-0.034184963,False
793,10,1,6,6,6,6,0.03438565,0.023593593,-0.005396029,False
794,10,1,5,3,5,3,0.056502074,0.015379274,-0.0205614,False
795,0,0,5,3,5,3,0.062042322,0.027271366,-0.017385479,False
796,0,0,5,3,5,3,0.07523784,0.027118929,-0.024059456,False
797,0,0,0,0,1,10,0.010984728,0.024665432,0.006840352,True
798,0,0,5,3,5,3,0.09617863,0.030617923,-0.032780353,False
799,0,0,6,6,6,6,0.055302683,0.03139707,-0.011952806,False
800,0,0,5,3,5,3,0.077041015,0.020166302,-0.028437357,False
801,10,1,6,6,6,6,0.016866194,0.0077672247,-0.0045494847,False
802,0,0,5,3,5,3,0.05918695,0.021957092,-0.01861493,False
803,0,0,0,0,1,10,0.010421692,0.023783399,0.006680853,True
804,0,0,5,3,5,3,0.0771858,0.017008869,-0.030088466,False
805,0,0,0,0,1,10,0.011551267,0.020899758,0.0046742456,True
806,0,0,6,6,6,6,0.053059038,0.028457802,-0.012300618,False
807,0,0,6,6,6,6,0.036586728,0.014826644,-0.010880042,False
808,0,0,5,3,5,3,0.060606956,0.02968764,-0.015459659,False
809,0,0,6,6,6,6,0.0211663,0.008206248,-0.006480026,False
810,0,0,5,3,5,3,0.07611542,0.02416537,-0.025975026,False
811,0,0,0,0,1,10,0.013742155,0.025853053,0.0060554487,True
812,0,0,5,3,5,3,0.051897407,0.027052874,-0.012422266,False
813,6,6,6,6,1,10,0.02094127,0.026439095,0.0027489122,True
814,4,4,2,8,2,8,0.048383866,0.028035467,-0.010174199,False
815,6,6,5,3,5,3,0.042921662,0.0154143125,-0.013753675,False
816,6,6,6,6,1,10,0.010146992,0.016444152,0.00314858,True
