excel_row,raw_label,mapped_label,split,original_length,resampled_length
1155,0,0,query,154,200
1156,0,0,query,150,200
1157,0,0,query,153,200
1158,0,0,query,164,200
1159,0,0,query,154,200
1160,0,0,query,164,200
1161,3,5,query,141,200
1162,0,0,query,161,200
1163,0,0,query,150,200
1164,0,0,query,159,200
1165,0,0,query,149,200
1166,6,6,query,167,200
1167,0,0,query,154,200
1168,0,0,query,167,200
1169,0,0,query,154,200
1170,0,0,query,161,200
1171,0,0,query,153,200
1172,0,0,query,161,200
1173,0,0,query,151,200
1174,0,0,query,159,200
1175,0,0,query,150,200
1176,0,0,query,148,200
1177,0,0,query,148,200
1178,0,0,query,161,200
1179,0,0,query,160,200
1180,9,3,query,154,200
1181,0,0,query,157,200
1182,0,0,query,146,200
1183,0,0,query,160,200
1184,0,0,query,147,200
1185,0,0,query,163,200
1186,0,0,query,157,200
1187,0,0,query,157,200
1188,0,0,query,158,200
1189,0,0,query,163,200
1190,0,0,query,162,200
1191,6,6,query,163,200
1192,3,5,query,161,200
1193,0,0,query,155,200
1194,6,6,query,155,200
1195,4,4,query,498,200
1196,0,0,query,155,200
1197,4,4,query,638,200
1198,4,4,query,542,200
1199,0,0,query,151,200
1200,3,5,query,158,200
1201,3,5,support,158,200
1202,4,4,query,603,200
1203,0,0,query,153,200
1204,3,5,query,152,200
1205,0,0,query,152,200
1206,0,0,query,151,200
1207,0,0,query,152,200
1208,0,0,query,150,200
1209,0,0,query,146,200
1210,8,2,query,745,200
1211,0,0,query,145,200
1212,8,2,query,482,200
1213,0,0,query,142,200
1214,4,4,query,941,200
1215,0,0,query,142,200
1216,3,5,query,148,200
1217,0,0,query,143,200
1218,0,0,query,145,200
1219,0,0,query,141,200
1220,0,0,query,145,200
1221,0,0,query,142,200
1222,0,0,query,145,200
1223,0,0,query,141,200
1224,0,0,query,145,200
1225,0,0,query,141,200
1226,0,0,query,145,200
1227,0,0,query,143,200
1228,0,0,query,143,200
1229,0,0,query,144,200
1230,0,0,query,144,200
1231,0,0,query,145,200
1232,0,0,query,144,200
1233,0,0,query,131,200
1234,0,0,query,131,200
1235,0,0,query,143,200
1236,0,0,query,145,200
1237,0,0,query,143,200
1238,0,0,query,145,200
1239,0,0,query,143,200
1240,0,0,query,144,200
1241,0,0,query,142,200
1242,0,0,query,144,200
1243,0,0,query,147,200
1244,0,0,query,150,200
1245,0,0,query,150,200
1246,0,0,query,148,200
1247,0,0,query,146,200
1248,0,0,query,147,200
1249,0,0,query,145,200
1250,0,0,query,145,200
1251,0,0,query,146,200
1252,0,0,query,146,200
1253,0,0,query,145,200
1254,0,0,query,147,200
1255,8,2,query,992,200
1256,9,3,query,992,200
1257,8,2,query,979,200
1261,8,2,query,745,200
1262,9,3,query,992,200
1263,8,2,support,756,200
1264,8,2,query,488,200
1265,9,3,support,73,200
1266,8,2,query,477,200
1267,9,3,query,77,200
1268,8,2,query,423,200
1269,8,2,query,878,200
1270,8,2,query,992,200
1271,9,3,query,992,200
1272,9,3,query,80,200
1273,9,3,query,78,200
1274,9,3,query,80,200
1275,8,2,query,517,200
1276,9,3,query,75,200
1277,9,3,query,74,200
1278,9,3,query,77,200
1279,9,3,query,74,200
1280,8,2,query,677,200
1281,8,2,query,641,200
1282,8,2,query,990,200
1283,8,2,query,817,200
1284,8,2,query,527,200
1285,8,2,query,619,200
1286,9,3,query,992,200
1287,8,2,query,320,200
1288,9,3,query,992,200
1289,8,2,query,992,200
1290,0,0,query,151,200
1291,0,0,query,151,200
1292,0,0,query,151,200
1293,0,0,query,152,200
1294,0,0,query,151,200
1295,0,0,query,157,200
1296,0,0,query,152,200
1297,0,0,query,152,200
1298,0,0,query,151,200
1299,0,0,query,155,200
1300,0,0,query,151,200
1301,0,0,query,150,200
1302,0,0,query,149,200
1303,0,0,query,152,200
1304,0,0,query,152,200
1305,0,0,query,156,200
1306,0,0,query,152,200
1307,0,0,query,152,200
1308,0,0,query,152,200
1309,0,0,query,153,200
1310,0,0,query,151,200
1311,0,0,query,157,200
1312,0,0,query,155,200
1313,0,0,query,159,200
1314,0,0,query,155,200
1315,0,0,query,157,200
1316,0,0,query,154,200
1317,0,0,query,154,200
1318,0,0,query,150,200
1319,0,0,query,151,200
1320,0,0,query,150,200
1321,0,0,query,150,200
1322,0,0,query,151,200
1323,0,0,query,151,200
1324,0,0,query,151,200
1325,0,0,query,151,200
1326,0,0,query,151,200
1327,0,0,query,152,200
1328,0,0,query,152,200
1329,0,0,query,152,200
1330,0,0,query,152,200
1331,0,0,query,158,200
1332,0,0,query,156,200
1333,0,0,query,157,200
1334,0,0,query,152,200
1335,0,0,query,153,200
1336,0,0,query,151,200
1337,0,0,query,152,200
1338,0,0,query,151,200
1339,0,0,query,152,200
1340,0,0,query,151,200
1341,0,0,query,152,200
1342,0,0,query,151,200
1343,0,0,query,156,200
1344,0,0,query,150,200
1345,0,0,query,159,200
1346,0,0,query,156,200
1347,0,0,query,157,200
1348,0,0,query,152,200
1349,3,5,query,155,200
1350,9,3,query,992,200
1351,0,0,query,153,200
1352,0,0,query,992,200
1353,0,0,query,154,200
1354,0,0,query,152,200
1355,0,0,query,153,200
1356,9,3,query,992,200
1357,8,2,query,417,200
1358,3,5,query,155,200
1359,8,2,query,427,200
1360,0,0,query,151,200
1361,0,0,query,152,200
1362,0,0,query,151,200
1363,0,0,query,152,200
1364,0,0,query,151,200
1365,0,0,query,152,200
1366,0,0,query,149,200
1367,0,0,query,150,200
1368,0,0,query,151,200
1369,0,0,query,152,200
1370,0,0,query,149,200
1371,0,0,query,151,200
1372,0,0,query,154,200
1373,0,0,query,155,200
1374,0,0,query,149,200
1375,0,0,query,148,200
1376,0,0,query,149,200
1377,0,0,query,151,200
1378,0,0,query,148,200
1379,0,0,query,150,200
1380,0,0,query,152,200
1381,0,0,query,152,200
1382,0,0,query,148,200
1383,0,0,query,150,200
1384,0,0,query,148,200
1385,0,0,query,149,200
1386,0,0,query,150,200
1387,0,0,query,151,200
1388,0,0,query,152,200
1389,0,0,query,153,200
1390,0,0,query,152,200
1391,0,0,query,152,200
1392,0,0,query,150,200
1393,10,1,query,151,200
1394,10,1,query,150,200
1395,10,1,query,148,200
1396,10,1,query,148,200
1397,10,1,query,150,200
1398,10,1,query,150,200
1399,10,1,query,149,200
1400,10,1,query,149,200
1401,0,0,query,151,200
1402,0,0,query,151,200
1403,0,0,query,150,200
1404,0,0,query,148,200
1405,0,0,query,148,200
1406,0,0,query,150,200
1407,0,0,query,148,200
1408,0,0,query,148,200
1409,0,0,query,150,200
1410,0,0,query,149,200
1411,0,0,query,151,200
1412,0,0,query,150,200
1413,0,0,query,151,200
1414,0,0,query,151,200
1415,0,0,query,151,200
1416,0,0,query,148,200
1417,0,0,query,147,200
1418,0,0,query,147,200
1419,0,0,query,147,200
1420,0,0,query,149,200
1421,0,0,query,148,200
1422,0,0,query,149,200
1423,0,0,query,147,200
1424,0,0,query,153,200
1425,0,0,query,152,200
1426,0,0,query,148,200
1427,0,0,query,148,200
1428,0,0,query,157,200
1429,0,0,query,151,200
1430,0,0,query,150,200
1431,0,0,query,150,200
1432,0,0,query,153,200
1433,0,0,query,150,200
1434,0,0,query,151,200
1435,0,0,query,149,200
1436,0,0,query,151,200
1437,0,0,query,152,200
1438,0,0,query,148,200
1439,0,0,query,149,200
1440,0,0,query,151,200
1441,0,0,query,148,200
1442,0,0,query,148,200
1443,0,0,query,147,200
1444,0,0,query,151,200
1445,0,0,query,148,200
1446,0,0,query,151,200
1447,0,0,query,149,200
1448,0,0,query,150,200
1449,0,0,query,145,200
1450,0,0,query,149,200
1451,0,0,query,147,200
1452,0,0,query,150,200
1453,0,0,query,150,200
1454,0,0,query,150,200
1455,0,0,query,147,200
1456,0,0,query,150,200
1457,0,0,query,148,200
1458,0,0,query,150,200
1459,0,0,query,147,200
1460,0,0,query,148,200
1461,0,0,query,147,200
1462,0,0,query,149,200
1463,0,0,query,148,200
1464,0,0,query,149,200
1465,0,0,query,152,200
1466,0,0,query,149,200
1467,0,0,query,147,200
1468,0,0,query,148,200
1469,0,0,query,147,200
1470,0,0,query,148,200
1471,0,0,query,149,200
1472,0,0,support,150,200
1473,0,0,query,148,200
1474,0,0,query,151,200
1475,0,0,query,149,200
1476,0,0,query,149,200
1477,0,0,query,147,200
1478,0,0,query,152,200
1479,0,0,query,152,200
1480,0,0,query,150,200
1481,0,0,query,146,200
1482,0,0,query,148,200
1483,0,0,query,147,200
1484,0,0,query,148,200
1485,0,0,query,152,200
1486,0,0,query,150,200
1487,0,0,query,145,200
1488,0,0,query,148,200
1489,0,0,query,147,200
1490,0,0,query,150,200
1491,0,0,query,151,200
1492,0,0,query,150,200
1493,0,0,query,146,200
1494,0,0,query,150,200
1495,0,0,query,145,200
1496,0,0,query,151,200
1497,0,0,query,148,200
1498,0,0,query,151,200
1499,0,0,query,147,200
1500,0,0,query,151,200
1501,0,0,query,150,200
1502,0,0,query,150,200
1503,0,0,query,151,200
1504,0,0,query,150,200
1505,0,0,query,148,200
1506,0,0,query,150,200
1507,0,0,query,147,200
1508,0,0,query,149,200
1509,0,0,query,148,200
1510,0,0,query,149,200
1511,0,0,query,149,200
1512,0,0,query,152,200
1513,0,0,query,148,200
1514,0,0,query,150,200
1515,0,0,query,149,200
1516,0,0,query,151,200
1517,0,0,query,151,200
1518,0,0,query,152,200
1519,0,0,query,148,200
1520,0,0,query,150,200
1521,0,0,query,151,200
1522,0,0,query,150,200
1523,0,0,query,147,200
1524,0,0,query,150,200
1525,0,0,query,151,200
1526,0,0,query,151,200
1527,0,0,query,150,200
1528,0,0,query,153,200
1529,0,0,query,154,200
1530,0,0,query,151,200
1531,0,0,query,149,200
1532,0,0,query,149,200
1533,0,0,query,147,200
1534,0,0,query,151,200
1535,0,0,query,150,200
1536,0,0,query,149,200
1537,0,0,query,149,200
1538,0,0,query,155,200
1539,0,0,query,155,200
1540,0,0,query,151,200
1541,0,0,query,148,200
1542,0,0,query,150,200
1543,0,0,query,148,200
1544,0,0,query,151,200
1545,0,0,query,150,200
1546,0,0,query,149,200
1547,0,0,query,151,200
1548,0,0,query,151,200
1549,0,0,query,150,200
1550,0,0,query,153,200
1551,0,0,query,155,200
1552,0,0,query,80,200
1553,0,0,query,79,200
1554,0,0,query,81,200
1555,0,0,query,81,200
1556,9,3,support,992,200
1557,8,2,query,401,200
1558,8,2,query,376,200
1559,8,2,query,600,200
1560,8,2,query,321,200
1561,8,2,query,489,200
1562,9,3,query,992,200
1563,9,3,query,992,200
1564,9,3,query,992,200
1565,8,2,query,652,200
1566,8,2,query,651,200
1567,8,2,query,348,200
1568,8,2,query,323,200
1569,0,0,query,148,200
1570,0,0,query,147,200
1571,0,0,query,149,200
1572,10,1,query,151,200
1573,0,0,query,149,200
1574,0,0,query,151,200
1575,0,0,query,147,200
1576,0,0,query,148,200
1577,0,0,query,148,200
1578,0,0,query,149,200
1579,0,0,query,149,200
1580,10,1,query,148,200
1581,0,0,query,150,200
1582,0,0,query,153,200
1583,0,0,query,148,200
1584,0,0,query,149,200
1585,0,0,query,155,200
1586,0,0,query,155,200
1587,10,1,query,149,200
1588,0,0,query,149,200
1589,0,0,query,152,200
1590,0,0,query,152,200
1591,0,0,query,153,200
1592,0,0,query,153,200
1593,6,6,query,159,200
1594,0,0,query,153,200
1595,4,4,query,992,200
1596,0,0,query,150,200
1597,0,0,query,148,200
1598,4,4,query,834,200
1599,0,0,query,151,200
1600,4,4,support,992,200
1601,0,0,query,147,200
1602,0,0,query,148,200
1603,0,0,query,147,200
1604,0,0,query,148,200
1605,0,0,query,147,200
1606,0,0,query,150,200
1607,0,0,query,145,200
1608,0,0,query,148,200
1609,0,0,query,146,200
1610,0,0,query,148,200
1611,0,0,query,151,200
1612,0,0,query,153,200
1613,0,0,query,147,200
1614,0,0,query,146,200
1615,0,0,query,147,200
1616,0,0,query,147,200
1617,0,0,query,147,200
1618,0,0,query,147,200
1619,0,0,query,150,200
1620,0,0,query,151,200
1621,10,1,query,148,200
1622,10,1,query,148,200
1623,10,1,query,148,200
1624,0,0,query,151,200
1625,0,0,query,147,200
1626,0,0,query,150,200
1627,0,0,query,147,200
1628,0,0,query,150,200
1629,0,0,query,147,200
1630,0,0,query,147,200
1631,0,0,query,146,200
1632,0,0,query,148,200
1633,0,0,query,152,200
1634,0,0,query,147,200
1635,0,0,query,146,200
1636,0,0,query,145,200
1637,0,0,query,146,200
1638,0,0,query,147,200
1639,0,0,query,147,200
1640,0,0,query,147,200
1641,0,0,query,154,200
1642,0,0,query,146,200
1643,0,0,query,148,200
1644,0,0,query,147,200
1645,10,1,query,148,200
1646,0,0,query,151,200
1647,10,1,query,150,200
1648,0,0,query,145,200
1649,0,0,query,146,200
1650,0,0,query,144,200
1651,0,0,query,147,200
1652,0,0,query,150,200
1653,0,0,query,147,200
1654,0,0,query,146,200
1655,0,0,query,149,200
1656,0,0,query,148,200
1657,0,0,query,147,200
1658,0,0,query,150,200
1659,0,0,query,152,200
1660,0,0,query,152,200
1661,0,0,query,151,200
1662,0,0,query,149,200
1663,0,0,query,146,200
1664,0,0,query,146,200
1665,0,0,query,146,200
1666,0,0,query,146,200
1667,0,0,query,151,200
1668,0,0,query,149,200
1669,0,0,query,146,200
1670,0,0,query,150,200
1671,0,0,query,143,200
1672,0,0,query,143,200
1673,0,0,query,143,200
1674,0,0,query,144,200
1675,0,0,query,147,200
1676,0,0,query,149,200
1677,10,1,query,143,200
1678,0,0,query,147,200
1679,0,0,query,142,200
1680,0,0,query,145,200
1681,0,0,query,147,200
1682,0,0,query,148,200
1683,0,0,query,146,200
1684,0,0,query,150,200
1685,0,0,query,145,200
1686,0,0,query,148,200
1687,0,0,query,142,200
1688,10,1,query,144,200
1689,0,0,query,143,200
1690,0,0,query,144,200
1691,0,0,query,143,200
1692,0,0,support,144,200
1693,0,0,query,148,200
1694,0,0,query,147,200
1695,0,0,query,143,200
1696,0,0,query,143,200
1697,0,0,query,144,200
1698,10,1,query,146,200
1699,0,0,query,142,200
1700,0,0,query,146,200
1701,0,0,query,144,200
1702,0,0,query,146,200
1703,0,0,query,143,200
1704,0,0,query,146,200
1705,0,0,query,143,200
1706,0,0,query,146,200
1707,0,0,query,142,200
1708,0,0,query,143,200
1709,0,0,query,143,200
1710,0,0,query,146,200
1711,0,0,query,142,200
1712,0,0,query,144,200
1713,0,0,query,145,200
1714,10,1,query,148,200
1715,0,0,query,142,200
1716,0,0,query,143,200
1717,0,0,query,142,200
1718,0,0,query,143,200
1719,0,0,query,145,200
1720,10,1,query,147,200
1721,0,0,query,143,200
1722,0,0,query,146,200
1723,10,1,support,142,200
1724,10,1,query,144,200
1725,0,0,query,142,200
1726,0,0,query,143,200
1727,0,0,query,150,200
1728,0,0,query,148,200
1729,0,0,query,145,200
1730,0,0,query,147,200
1731,0,0,query,142,200
1732,10,1,query,145,200
1733,0,0,query,145,200
1734,0,0,query,148,200
1735,0,0,query,144,200
1736,0,0,query,145,200
1737,0,0,query,145,200
1738,0,0,query,151,200
1739,0,0,query,148,200
1740,0,0,query,152,200
1741,0,0,query,145,200
1742,0,0,query,146,200
1743,0,0,query,145,200
1744,0,0,query,146,200
1745,0,0,query,144,200
1746,0,0,query,148,200
1747,0,0,query,147,200
1748,0,0,query,149,200
1749,0,0,query,147,200
1750,0,0,query,144,200
1751,0,0,query,146,200
1752,0,0,query,149,200
1753,10,1,query,146,200
1754,0,0,query,148,200
1755,0,0,query,144,200
1756,10,1,query,145,200
1757,0,0,query,146,200
1758,10,1,query,148,200
1759,10,1,query,147,200
1760,0,0,query,147,200
1761,0,0,query,146,200
1762,0,0,query,149,200
1763,0,0,query,146,200
1764,0,0,query,147,200
1765,0,0,query,146,200
1766,0,0,query,149,200
1767,0,0,query,146,200
1768,0,0,query,150,200
1769,10,1,query,154,200
1770,8,2,query,393,200
1771,8,2,query,992,200
1772,4,4,query,881,200
1773,0,0,query,145,200
1774,0,0,query,146,200
1775,0,0,query,145,200
1776,0,0,query,144,200
1777,0,0,query,144,200
1778,10,1,query,146,200
1779,0,0,query,145,200
1780,0,0,query,149,200
1781,4,4,query,754,200
1782,9,3,query,992,200
1783,0,0,query,145,200
1784,0,0,query,143,200
1785,0,0,query,143,200
1786,0,0,query,145,200
1787,0,0,query,144,200
1788,0,0,query,144,200
1789,0,0,query,143,200
1790,0,0,query,145,200
1791,0,0,query,146,200
1792,0,0,query,147,200
1793,0,0,query,144,200
1794,0,0,query,147,200
1795,0,0,query,146,200
1796,10,1,query,148,200
1797,0,0,query,143,200
1798,0,0,query,149,200
1799,0,0,query,147,200
1800,0,0,query,150,200
1801,0,0,query,145,200
1802,0,0,query,147,200
1803,0,0,query,148,200
1804,10,1,query,148,200
1805,10,1,query,144,200
1806,0,0,query,145,200
1807,10,1,query,146,200
1808,0,0,query,146,200
1809,0,0,query,146,200
1810,10,1,query,147,200
1811,10,1,query,148,200
1812,0,0,query,151,200
1813,0,0,query,145,200
1814,0,0,query,135,200
1815,0,0,query,133,200
1816,0,0,query,148,200
1817,0,0,query,145,200
1818,0,0,query,150,200
1819,0,0,query,148,200
1820,0,0,query,149,200
1821,0,0,query,146,200
1822,10,1,query,147,200
1823,0,0,query,143,200
1824,0,0,query,144,200
1825,10,1,query,145,200
1826,0,0,query,147,200
1827,0,0,query,146,200
1828,0,0,query,147,200
1829,0,0,query,148,200
1830,0,0,query,151,200
1831,0,0,query,148,200
1832,0,0,query,148,200
1833,0,0,query,145,200
1834,0,0,query,147,200
1835,0,0,query,144,200
1836,10,1,query,147,200
1837,0,0,query,145,200
1838,0,0,query,146,200
1839,0,0,query,145,200
1840,0,0,query,147,200
1841,10,1,query,148,200
1842,0,0,query,150,200
1843,0,0,query,148,200
1844,0,0,query,151,200
1845,0,0,query,146,200
1846,0,0,query,147,200
1847,10,1,query,145,200
1848,0,0,query,147,200
1849,10,1,query,146,200
1850,0,0,query,147,200
1851,0,0,query,147,200
1852,10,1,query,150,200
1853,10,1,query,146,200
1854,10,1,query,150,200
1855,0,0,query,146,200
1856,0,0,query,149,200
1857,0,0,query,145,200
1858,0,0,query,145,200
1859,0,0,query,145,200
1860,10,1,query,146,200
1861,0,0,query,145,200
1862,0,0,query,148,200
1863,10,1,query,145,200
1864,0,0,query,148,200
1865,0,0,query,147,200
1866,10,1,query,149,200
1867,10,1,query,146,200
1868,10,1,query,147,200
1869,10,1,query,144,200
1870,10,1,query,146,200
1871,10,1,query,145,200
1872,0,0,query,146,200
1873,0,0,query,146,200
1874,0,0,query,147,200
1875,0,0,query,144,200
1876,0,0,query,146,200
1877,0,0,query,145,200
1878,0,0,query,147,200
1879,0,0,query,145,200
1880,0,0,query,145,200
1881,0,0,query,145,200
1882,0,0,query,146,200
1883,0,0,query,143,200
1884,0,0,query,146,200
1885,0,0,query,146,200
1886,10,1,query,146,200
1887,0,0,query,131,200
1888,10,1,query,146,200
1889,0,0,query,145,200
1890,0,0,query,146,200
1891,10,1,query,147,200
1892,0,0,query,150,200
1893,0,0,query,150,200
1894,0,0,query,149,200
1895,0,0,query,148,200
1896,0,0,query,148,200
1897,0,0,query,147,200
1898,10,1,query,135,200
1899,10,1,query,146,200
1900,10,1,query,150,200
1901,3,5,query,156,200
1902,3,5,query,152,200
1903,0,0,query,151,200
1904,10,1,query,152,200
1905,0,0,query,151,200
1906,10,1,query,149,200
1907,0,0,query,153,200
1908,10,1,query,150,200
1909,10,1,query,150,200
1910,0,0,query,135,200
1911,0,0,query,148,200
1912,0,0,query,147,200
1913,0,0,query,149,200
1914,0,0,query,148,200
1915,0,0,query,148,200
1916,0,0,query,151,200
1917,0,0,query,134,200
1918,0,0,query,147,200
1919,0,0,query,148,200
1920,0,0,query,150,200
1921,10,1,query,149,200
1922,0,0,query,151,200
1923,0,0,query,147,200
1924,0,0,query,147,200
1925,0,0,query,147,200
1926,0,0,query,147,200
1927,0,0,query,147,200
1928,0,0,query,148,200
1929,0,0,query,136,200
1930,0,0,query,148,200
1931,0,0,query,148,200
1932,10,1,query,152,200
1933,0,0,query,148,200
1934,0,0,query,150,200
1935,9,3,query,136,200
1936,0,0,query,141,200
1937,0,0,query,143,200
1938,0,0,query,142,200
1939,10,1,query,145,200
1940,10,1,query,144,200
1941,10,1,query,144,200
1942,0,0,query,149,200
1943,0,0,query,144,200
1944,10,1,query,143,200
1945,10,1,query,146,200
1946,0,0,query,146,200
1947,0,0,query,146,200
1948,0,0,query,143,200
1949,10,1,query,145,200
1950,10,1,query,145,200
1951,0,0,query,145,200
1952,10,1,query,150,200
1953,0,0,query,143,200
1954,0,0,query,144,200
1955,0,0,query,144,200
1956,0,0,query,143,200
1957,0,0,query,146,200
1958,10,1,query,145,200
1959,0,0,query,145,200
1960,10,1,query,144,200
1961,0,0,query,145,200
1962,0,0,query,151,200
1963,10,1,query,144,200
1964,10,1,query,143,200
1965,0,0,query,145,200
1966,0,0,query,143,200
1967,10,1,query,145,200
1968,10,1,query,146,200
1969,10,1,query,144,200
1970,0,0,query,147,200
1971,0,0,query,145,200
1972,10,1,support,145,200
1973,10,1,query,146,200
1974,0,0,query,144,200
1975,0,0,query,146,200
1976,10,1,query,146,200
1977,0,0,query,145,200
1978,0,0,query,148,200
1979,0,0,query,144,200
1980,0,0,query,144,200
1981,0,0,query,146,200
1982,0,0,query,146,200
1983,0,0,query,146,200
1984,10,1,query,145,200
1985,10,1,query,146,200
1986,10,1,query,145,200
1987,10,1,query,146,200
1988,0,0,query,146,200
1989,0,0,query,148,200
1990,0,0,query,150,200
1991,10,1,support,144,200
1992,10,1,query,143,200
1993,0,0,query,146,200
1994,0,0,query,145,200
1995,0,0,query,146,200
1996,0,0,query,145,200
1997,0,0,query,145,200
1998,0,0,query,149,200
1999,0,0,query,147,200
2000,10,1,query,144,200
2001,0,0,query,150,200
2002,0,0,query,149,200
2003,0,0,query,146,200
2004,10,1,query,142,200
2005,0,0,query,144,200
2006,0,0,query,144,200
2007,0,0,query,146,200
2008,0,0,query,146,200
2009,0,0,query,145,200
2010,0,0,query,147,200
2011,0,0,query,145,200
2012,0,0,query,149,200
2013,10,1,query,152,200
2014,0,0,query,147,200
2015,0,0,query,144,200
2016,0,0,query,145,200
2017,10,1,query,143,200
2018,0,0,query,143,200
2019,0,0,query,144,200
2020,0,0,query,144,200
2021,0,0,query,145,200
2022,0,0,query,145,200
2023,10,1,query,145,200
2024,0,0,query,143,200
2025,0,0,query,143,200
2026,10,1,query,144,200
2027,0,0,query,145,200
2028,0,0,query,146,200
2029,0,0,query,148,200
2030,0,0,query,148,200
2031,0,0,query,146,200
2032,0,0,query,147,200
2033,0,0,query,145,200
2034,10,1,query,145,200
2035,0,0,query,144,200
2036,0,0,query,154,200
2037,0,0,query,159,200
2038,0,0,query,158,200
2039,10,1,query,157,200
2040,0,0,query,157,200
2041,10,1,query,157,200
2042,0,0,query,157,200
2043,0,0,query,143,200
2044,0,0,query,141,200
2045,10,1,query,157,200
2046,0,0,query,157,200
2047,0,0,query,156,200
2048,0,0,query,157,200
2049,0,0,query,141,200
2050,0,0,query,141,200
2051,0,0,query,148,200
2052,0,0,query,157,200
2053,0,0,query,156,200
2054,10,1,query,157,200
2055,10,1,query,155,200
2056,10,1,query,158,200
2057,4,4,query,978,200
2058,9,3,query,992,200
2059,0,0,query,157,200
2060,0,0,query,158,200
2061,0,0,query,153,200
2062,10,1,query,155,200
2063,0,0,query,154,200
2064,0,0,query,154,200
2065,10,1,query,155,200
2066,6,6,query,158,200
2067,9,3,query,992,200
2068,4,4,query,908,200
2069,1,7,query,149,200
2070,10,1,query,153,200
2071,0,0,query,156,200
2072,10,1,query,153,200
2073,0,0,query,155,200
2074,10,1,query,153,200
2075,10,1,query,155,200
2076,0,0,query,153,200
2077,10,1,query,153,200
2078,10,1,query,152,200
2079,10,1,query,143,200
2080,0,0,query,142,200
2081,0,0,query,158,200
2082,0,0,query,158,200
2083,0,0,query,156,200
2084,0,0,query,158,200
2085,0,0,query,157,200
2086,0,0,query,158,200
2087,10,1,query,155,200
2088,0,0,query,153,200
2089,0,0,query,161,200
2090,0,0,query,161,200
2091,10,1,query,154,200
2092,0,0,query,133,200
2093,0,0,query,140,200
2094,0,0,query,154,200
2095,0,0,query,150,200
2096,0,0,query,159,200
2097,0,0,query,158,200
2098,0,0,query,148,200
2099,0,0,query,151,200
2100,10,1,query,149,200
2101,0,0,query,154,200
2102,10,1,query,156,200
2103,0,0,query,154,200
2104,0,0,query,154,200
2105,10,1,query,159,200
2106,0,0,query,158,200
2107,0,0,query,149,200
2108,9,3,query,146,200
2109,10,1,query,140,200
2110,10,1,query,155,200
2111,0,0,query,153,200
2112,0,0,query,154,200
2113,10,1,query,155,200
2114,10,1,query,154,200
2115,10,1,query,141,200
2116,10,1,query,153,200
2117,0,0,query,154,200
2118,0,0,query,156,200
2119,0,0,query,156,200
2120,0,0,query,155,200
2121,10,1,query,156,200
2122,0,0,query,155,200
2123,0,0,query,155,200
2124,0,0,query,154,200
2125,0,0,query,155,200
2126,9,3,query,144,200
2127,0,0,query,152,200
2128,0,0,query,159,200
2129,0,0,query,154,200
2130,10,1,query,155,200
2131,0,0,query,152,200
2132,10,1,query,155,200
2133,0,0,query,154,200
2134,10,1,query,164,200
2135,10,1,query,160,200
2136,10,1,query,156,200
2137,0,0,query,157,200
2138,0,0,query,156,200
2139,0,0,query,156,200
2140,0,0,query,156,200
2141,10,1,query,155,200
2142,10,1,query,156,200
2143,10,1,query,158,200
2144,0,0,query,157,200
2145,10,1,query,154,200
2146,0,0,query,156,200
2147,0,0,query,152,200
2148,0,0,query,157,200
2149,0,0,query,157,200
2150,0,0,query,161,200
2151,10,1,query,162,200
2152,0,0,query,155,200
2153,0,0,query,154,200
2154,0,0,query,153,200
2155,0,0,query,154,200
2156,0,0,query,151,200
2157,0,0,query,153,200
2158,0,0,query,158,200
2159,0,0,query,160,200
2160,0,0,query,139,200
2161,0,0,query,152,200
2162,10,1,query,152,200
2163,9,3,query,142,200
2164,0,0,query,153,200
2165,0,0,query,156,200
2166,10,1,query,140,200
2167,0,0,query,153,200
2168,0,0,query,157,200
2169,10,1,query,155,200
2170,0,0,query,153,200
2171,0,0,query,156,200
2172,10,1,query,139,200
2173,10,1,query,139,200
2174,0,0,query,155,200
2175,0,0,query,156,200
2176,0,0,query,153,200
2177,0,0,query,154,200
2178,0,0,query,152,200
2179,10,1,query,153,200
2180,0,0,query,152,200
2181,0,0,query,152,200
2182,0,0,query,150,200
2183,10,1,query,154,200
2184,10,1,query,155,200
2185,0,0,query,152,200
2186,10,1,query,153,200
2187,0,0,query,152,200
2188,0,0,query,155,200
2189,0,0,query,152,200
2190,10,1,query,139,200
2191,10,1,query,151,200
2192,9,3,query,143,200
2193,0,0,query,153,200
2194,0,0,query,154,200
2195,10,1,query,152,200
2196,10,1,support,140,200
2197,0,0,query,154,200
2198,10,1,query,154,200
2199,10,1,query,137,200
2200,10,1,query,138,200
2201,10,1,query,152,200
2202,0,0,query,152,200
2203,10,1,query,151,200
2204,0,0,query,152,200
2205,0,0,query,157,200
2206,10,1,query,156,200
2207,0,0,query,139,200
2208,0,0,query,152,200
2209,10,1,query,151,200
2210,0,0,query,154,200
2211,10,1,query,154,200
2212,0,0,query,155,200
2213,0,0,query,152,200
2214,0,0,query,156,200
